2018-08-06 22:42:04,587 [   3586]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: C:\Program Files\JetBrains\IntelliJ IDEA 2018.1.5\bin\fsnotifier64.exe 
2018-08-06 22:42:04,618 [   3617]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2018-08-06 22:42:04,712 [   3711]   INFO - pi.util.registry.RegistryState - Registry values changed by user: 
2018-08-06 22:42:04,712 [   3711]   INFO - pi.util.registry.RegistryState -   SBT.system.in.process = true 
2018-08-06 22:42:04,712 [   3711]   INFO - pi.util.registry.RegistryState -   compiler.automake.allow.when.app.running = true 
2018-08-06 22:42:05,133 [   4132]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=0.0; restored: fontSize=12, fontScale=1.0 
2018-08-06 22:42:05,211 [   4210]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: Git4Idea] 
2018-08-06 22:42:05,227 [   4226]   WARN - nSystem.impl.ActionManagerImpl - keymap "Xcode" not found [Plugin: hg4idea] 
2018-08-06 22:42:05,321 [   4320]   INFO - .history.utils.LocalHistoryLog - local history version mismatch (was: 0, expected: 6), rebuilding... 
2018-08-06 22:42:05,321 [   4320]   INFO - .history.utils.LocalHistoryLog - FS has been rebuild, rebuilding local history... 
2018-08-06 22:42:05,414 [   4413]   INFO - .openapi.application.Preloader - Finished preloading com.intellij.ide.ui.OptionsTopHitProvider$Activity@17883ee 
2018-08-06 22:42:05,438 [   4437]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2018-08-06 22:42:05,456 [   4455]   INFO - rains.ide.BuiltInServerManager - built-in server started, port 63342 
2018-08-06 22:42:05,497 [   4496]   INFO - gs.impl.UpdateCheckerComponent - channel: release 
2018-08-06 22:42:05,740 [   4739]   INFO - il.indexing.FileBasedIndexImpl - Index exts enumerated:205, number of extensions:75 
2018-08-06 22:42:05,744 [   4743]   INFO - il.indexing.FileBasedIndexImpl - Index scheduled:4 
2018-08-06 22:42:05,811 [   4810]   INFO - tellij.psi.stubs.StubIndexImpl - All stub exts enumerated:60, number of extensions:110 
2018-08-06 22:42:05,811 [   4810]   INFO - tellij.psi.stubs.StubIndexImpl - stub exts update scheduled:0 
2018-08-06 22:42:05,930 [   4929]   INFO - mbokPluginApplicationComponent - Lombok plugin initialized for IntelliJ 
2018-08-06 22:42:05,933 [   4932]   INFO - mbokPluginApplicationComponent - Runtime path support is disabled 
2018-08-06 22:42:06,179 [   5178]   INFO - plication.impl.ApplicationImpl - 102 application components initialized in 4510ms 
2018-08-06 22:42:06,196 [   5195]   INFO - .intellij.idea.IdeaApplication - App initialization took 5988 ms 
2018-08-06 22:42:06,289 [   5288]   INFO - ij.psi.stubs.StubUpdatingIndex - Following new file types will be indexed:Flow,CoffeeScript,Sass,SQL,CLASS,KJSM,ActionScript,JSX Harmony,SWF,kotlin_builtins,HTML,Stylus,SCSS,spring.factories,JSP,CFML,Groovy,ECMAScript 6,CSS,Properties,FTL,Kotlin,TypeScript,XML,JavaScript,Literate CoffeeScript,Less,TypeScript JSX,Markdown,AspectJ,JAVA 
2018-08-06 22:42:07,208 [   6207]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-08-06 22:42:07,211 [   6210]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-08-06 22:42:07,238 [   6237]   INFO - com.intellij.ide.ui.UISettings - Loaded: fontSize=12, fontScale=1.0; restored: fontSize=12, fontScale=1.0 
2018-08-06 22:42:07,499 [   6498]   INFO - pl$FileIndexDataInitialization - Initialization done:1761 
2018-08-06 22:42:07,522 [   6521]   INFO - CompilerWorkspaceConfiguration - Available processors: 8 
